section,entry_type,jp,kana,meaning,example_jp,example_ko,extra_json,raw_ocr,level
부사,adverb,ごく,ごく,"매우, 극히",ごく一部の人が反対している。,극히 일부 사람들이 반대하고 있다.,,ごく,N2
부사,adverb,こつこつ,こつこつ,꾸준히,こつこつと勉強をする。,꾸준히 공부하다.,,こつこつ 2014,N2
부사,adverb,再三,さいさん,"재삼, 여러 번",再三注意する。,여러 번 주의를 주다.,,再三,N2
부사,adverb,さすが,さすが,"과연, 역시",一人暮らしはさすがに寂しい。,독신 생활은 역시 외롭다.,,さすが,N2
부사,adverb,さらに,さらに,"더욱 더, 한층 더",さらに風が強くなる。,한층 더 바람이 강해지다.,,さらに,N2
부사,adverb,じかに,じかに,"직접, 바로",じかに話す。,직접 이야기하다.,,じかに 2016,N2
부사,adverb,じきに,じきに,곧,じきに参ります。,곧 가겠습니다.,,じきに,N2
부사,adverb,至急,しきゅう,"시급히, 서둘러",至急来てほしい。,시급히 왔으면 한다.,,至急 2011,N2
부사,adverb,しきりに,しきりに,"자꾸만, 끊임없이, 계속",しきりにベルが鳴る。,끊임없이 벨이 울리다.,,しきりに,N2
부사,adverb,始終,しじゅう,"언제나, 늘, 시종",彼は始終遊んでばかりいる 그는 언제나 놀고만 있다.,,,始終,N2
부사,adverb,実に,じつに,"실로, 정말로",この料理は実にうまい。,이 요리는 정말 맛있다.,,実に,N2
부사,adverb,しばしば,しばしば,"자주, 빈번히",しばしば訪れる。,자주 방문하다.,,しばしば,N2
부사,adverb,じめじめ,じめじめ,"축축한, 음침한",梅雨でじめじめとした天気が続いている 장마로 축축한 날씨가 계속되고 있다.,,,じめじめ,N2
부사,adverb,順々に,じゅんじゅんに,차례차례,仕事を順々に片づける 일을 차례차례 정리하다.,,,順々に,N2
부사,adverb,知らず知らず,しらずしらず,"자기도 모르게, 무심코",知らず知らずのうちに眠ってしまった 자기도 모르게 잠들어 버렸다.,,,知らず知らず,N2
부사,adverb,すっきり,すっきり,"산뜻하게, 상쾌하게",気分がすっきりする。,기분이 상쾌해지다.,,すっきり 2013,N2
부사,adverb,すっと,すっと,"① 상쾌하게, 후련하게 ② 재빨리",胸がすっとする。,가슴이 후련하다.,,すっと,N2
부사,adverb,ずらり,ずらり,"즐비하게, 죽",写真をずらりと並べる。,사진을 죽 늘어놓다.,,ずらり,N2
부사,adverb,せいぜい,せいぜい,"고작, 기껏해야",集まっても、せいぜい10人ぐらいだ。,모여봤자 고작 10명 정도다.,,せいぜい,N2
부사,adverb,せっかく,せっかく,모처럼,せっかくの休みだから せっかくの休みだから,,,せっかく,N2
부사,adverb,せっせと,せっせと,"부지런히, 열심히",せっせと働く。,열심히 일하다.,,せっせと,N2
부사,adverb,絶対,ぜったい,절대,絶対許さない。,절대 용서하지 않겠다.,,絶対 2017,N2
부사,adverb,ぜひとも,ぜひとも,꼭,ぜひともご出席ください。,꼭 출석해 주십시오.,,ぜひとも,N2
부사,adverb,せめて,せめて,적어도,せめて一週間ぐらいの休暇がほしい。,적어도 일주일 정도의 휴가가 있었으면 좋겠다.,,せめて 2011,N2
부사,adverb,即座に,そくざに,"즉석에서, 당장, 바로",即座に答える。,즉석에서 대답하다.,,即座に 2019,N2
부사,adverb,そっくり,そっくり,전부,お金をそっくり渡す。,돈을 전부 건네주다.,,そっくり,N2
부사,adverb,そのうち,そのうち,"곧, 머지않아",そのうちまた来ます。,머지않아 또 오겠습니다.,,そのうち,N2
부사,adverb,絶えず,たえず,"끊임없이, 항상",絶えず努力する。,끊임없이 노력하다.,,絶えず,N2
부사,adverb,ただ,ただ,"그저, 단지",ただ無事を祈る。,단지 무사하기를 빌다.,,ただ,N2
부사,adverb,直ちに,ただちに,"즉시, 당장, 곧장",直ちに集合せよ。,즉시 집합하라.,,直ちに 2012,N2
부사,adverb,たちまち,たちまち,금새,たちまち売り切れる。,금새 품절되다.,,たちまち 2014,N2
부사,adverb,たとえ,たとえ,비록,たとえ失敗しても、後悔はしない。,"비록 실패해도, 후회는 하지 않겠다.",,たとえ,N2
부사,adverb,たびたび,たびたび,"자주, 가끔",彼はたびたびここに来る。,그는 가끔 여기에 온다.,,たびたび 2016,N2
부사,adverb,だぶだぶ,だぶだぶ,헐렁헐렁,だぶだぶのズボン 헐렁헐렁한 바지,,,だぶだぶ 2010,N2
부사,adverb,近々,ちかちか,가까운 시일 내에,近々うかがいます。,가까운 시일 내에 찾아뵙겠습니다.,,近々,N2
부사,adverb,ちなみに,ちなみに,"덧붙여서 말하자면, 이와 관련하여","ちなみに、会費は5,000円です。","덧붙여서 말하자면, 회비는 5,000엔입니다.",,ちなみに,N2
부사,adverb,着々と,ちゃくちゃくと,"척척, 순조롭게",工事が着々と進む。,공사가 순조롭게 진행되다.,,着々と 2018,N2
부사,adverb,ついでに,ついでに,하는 김에,ついでにタバコも買ってきてくれ する 김에 담배도 사다줘.,,,ついでに,N2
부사,adverb,つまり,つまり,즉,たくさん売れるのは、つまり品が良いからだ たくさん売れるのは、つまり品が良いからだ,,,つまり,N2
부사,adverb,てきぱき,てきぱき,척척,仕事をてきぱきと片付ける。,일을 척척 해결하다.,,てきぱき,N2
부사,adverb,どうしても,どうしても,"① 아무리 해도, 도무지 ② 반드시, 꼭",どうしても分からない。,도무지 모르겠다.,,どうしても,N2
부사,adverb,どうせ,どうせ,"어차피, 결국",どうせやるなら、楽しくやろう。,어차피 하는 거라면 즐겁게 하자.,,どうせ,N2
부사,adverb,当然,とうぜん,당연히,彼なら当然そうするでしょう 그라면 당연히 그렇게 하겠지요.,,,当然,N2
부사,adverb,当分,とうぶん,당분간,当分休みます。,당분간 쉬겠습니다.,,当分 2018,N2
부사,adverb,ところどころ,ところどころ,"군데군데, 여기저기",ところどころ間違っている。,군데군데 틀려 있다.,,ところどころ,N2
부사,adverb,とっくに,とっくに,"벌써, 진작에",森さんならとっくに帰りました。,모리 씨라면 진작에 돌아갔습니다.,,とっくに 2017,N2
부사,adverb,どっと,どっと,"한꺼번에, 우르르",ドアが開き、客がどっと入って来た。,"문이 열리고, 손님이 한꺼번에 들어 왔다.",,どっと,N2
부사,adverb,とにかく,とにかく,어쨌든,とにかくやってみよう。,어쨌든 해 보자.,,とにかく,N2
부사,adverb,ともかく,ともかく,어쨌든,"留守かもしれないが、ともかく行ってみよう 부재중일지도 모르지만, 어쨌든 가 보자.",,,ともかく,N2
부사,adverb,共に,ともに,"모두, 함께",友人と共に旅行に行く。,친구와 함께 여행을 가다.,,共に,N2
부사,adverb,とりあえず,とりあえず,"우선, 일단",とりあえず必要な物はそろった。,우선 필요한 물건은 갖추어졌다.,,とりあえず 2010,N2
부사,adverb,なお,なお,"① 여전히, 아직 ② 더욱, 한층",今もなお健在だ。,지금도 여전히 건재하다.,,なお,N2
부사,adverb,なぜなら,なぜなら,왜냐하면,何とも言えない。,なぜならまだ協議中だから 何とも言えないなぜならまだ協議中だから,,なぜなら,N2
부사,adverb,何しろ,なにしろ,어쨌든,心配するよりも何しろ一度やってみることだ。,걱정하기 보다도 어쨌든 한 번 해 봐야 한다.,,何しろ,N2
부사,adverb,何分,なにぶん,"① 부디 ② 아무래도, 아무튼",何分よろしくお願いします 부디 잘 부탁드립니다.,,,何分,N2
부사,adverb,何か,なんか,"어쩐지, 어딘지 모르게",何か気持ち悪い。,어딘지 모르게 기분 나쁘다.,,何か,N2
부사,adverb,何て,なんて,이 얼마나,何てすばらしい絵なんだ。,이 얼마나 훌륭한 그림인가!,,何て,N2
부사,adverb,何で,なんで,"왜, 어째서",何で泣いているの? 왜 울고 있는 거야?,,,何で,N2
부사,adverb,何とか,なんとか,어떻게든,そこを何とかお願いします。,그걸 어떻게든 부탁드립니다.,,何とか 2010,N2
부사,adverb,何となく,なんとなく,"어쩐지, 왠지",何となく気になる。,왠지 신경이 쓰인다.,,何となく,N2
부사,adverb,何とも,なんとも,"① 정말로, 매우 ② 뭐라고도",何とも驚いた。,정말로 놀랐다.,,何とも,N2
부사,adverb,何らか,なんらか,"무언가, 얼마간, 어느 정도",何らかの参考にはなるだろう 어느 정도 참고는 될 것이다.,,,何らか,N2
부사,adverb,にこにこ,にこにこ,싱글벙글,にこにこ笑う。,싱글벙글 웃다.,,にこにこ,N2
부사,adverb,二度と,にどと,두 번 다시,二度と会いたくない。,두 번 다시 만나고 싶지 않다.,,二度と,N2
부사,adverb,残らず,のこらず,남김없이,残らず売れる。,남김없이 팔리다.,,残らず,N2
부사,adverb,後ほど,のちほど,"나중에, 잠시 후에",後ほど詳しく説明します。,나중에 자세하게 설명하겠습니다.,,後ほど,N2
부사,adverb,はたして,はたして,① 과연 ② 역시,はたして結果はどうなるか。,과연 결과는 어떻게 될까?,,はたして 2015,N2
부사,adverb,はらはら,はらはら,조마조마,はらはらしながら結果を待つ 조마조마 하면서 결과를 기다리다.,,,はらはら,N2
부사,adverb,比較的,ひかくてき,비교적 10歳にしては比較的大きい。 10살치고는 비교적 크다.,,,,比較的,N2
부사,adverb,びっしょり,びっしょり,흠뻑,びっしょりと汗をかく。,흠뻑 땀을 흘리다.,,びっしょり,N2
부사,adverb,一通り,ひととおり,대충,一通り読む。,대충 읽다.,,一通り,N2
부사,adverb,独りでに,ひとりでに,"저절로, 자연히",独りでにドアが開いた。,저절로 문이 열렸다.,,独りでに,N2
부사,adverb,一人一人,ひとりひとり,"한 사람 한 사람, 각자",これは一人一人の責任である これは一人一人の責任である,,,一人一人,N2
부사,adverb,再び,ふたたび,다시,再び挑戦する。,다시 도전하다.,,再び,N2
부사,adverb,ふと,ふと,문득,ふと思い出す。,문득 생각이 떠오르다.,,ふと,N2
부사,adverb,ふわふわ,ふわふわ,"푹신푹신, 둥실둥실",雲がふわふわと漂う。,구름이 둥실둥실 떠다니다.,,ふわふわ,N2
부사,adverb,ふんわり,ふんわり,폭신폭신,ふんわりとした布団は気持ちがいい。,폭신한 이불은 기분이 좋다.,,ふんわり,N2
부사,adverb,ほぼ,ほぼ,거의,成功はほぼ間違いない。,성공은 거의 틀림없다.,,ほぼ 2011,N2
부사,adverb,ぼんやり,ぼんやり,① 희미하게 ② 멍하니,山がぼんやりと見える。,산이 희미하게 보인다.,,ぼんやり 2018,N2
부사,adverb,まあまあ,まあまあ,그럭저럭,成績はまあまあだ。,성적은 그저 그렇다.,,まあまあ,N2
부사,adverb,まさに,まさに,"확실하게, 정말로",まさにその通りだ。,정말로 그대로다.,,まさに,N2
부사,adverb,ますます,ますます,더욱 더,風がますます強くなる。,바람이 더욱 더 강해지다.,,ますます,N2
부사,adverb,全く,まったく,① 완전히 ② 전혀,全く同じだ。,완전히 같다.,,全く 2016,N2
부사,adverb,間もなく,まもなく,"머지않아, 곧",間もなく電車がまいります。,곧 전철이 들어옵니다.,,間もなく,N2
부사,adverb,まるで,まるで,마치,まるで夢のようだ。,마치 꿈 같다.,,まるで,N2
부사,adverb,万一,まんいち,만일,万一行けなくなったら電話します。,만일 갈 수 없게 되면 전화하겠습니다.,,万一,N2
부사,adverb,自ら,みずから,스스로,自ら過ちを認める。,스스로 잘못을 인정하다.,,自ら 2013,N2
부사,adverb,むしろ,むしろ,오히려,休日は出かけるよりむしろ家で寝ていたい。,休日は出かけるよりむしろ家で寝ていたい,,むしろ,N2
부사,adverb,めいめい,めいめい,각각,お菓子をめいめいに分ける。,과자를 각각 나누다.,,めいめい 2018,N2
부사,adverb,めっきり,めっきり,"뚜렷이, 현저히, 부쩍",めっきり秋らしくなった。,부쩍 가을다워졌다.,,めっきり,N2
부사,adverb,めったに,めったに,좀처럼,病院にはめったに行かない。,병원에는 좀처럼 가지 않는다.,,めったに,N2
부사,adverb,もしかして,もしかして,"혹시, 어쩌면",もしかして彼は来ないかもしれない。,혹시 그는 안 올지도 모른다.,,もしかして,N2
부사,adverb,もしも,もしも,만약,もしも負けたらどうしよう。,만약 지면 어떻게 하지?,,もしも,N2
부사,adverb,もともと,もともと,"원래, 처음부터",もともとやる気はなかった。,처음부터 할 마음은 없었다.,,もともと,N2
부사,adverb,やがて,やがて,"이윽고, 머지않아",やがて到着するでしょう。,머지않아 도착하겠지요.,,やがて,N2
부사,adverb,やや,やや,약간,昨日よりやや寒い。,어제보다 약간 춥다.,,やや 2015,N2
부사,adverb,悠々,ゆうゆう,"유유히, 여유롭게",悠々と間に合う。,여유롭게 시간에 대다.,,悠々,N2
부사,adverb,要するに,ようするに,요컨대,要するに努力不足だったのだ 요컨대 노력 부족이었던 것이다.,,,要するに,N2
부사,adverb,わくわく,わくわく,두근두근,胸がわくわくする。,가슴이 두근거린다.,,わくわく,N2
부사,adverb,割と,わりと,비교적,値段が割と安い。,가격이 비교적 싸다.,,割と 2011,N2
부사,adverb,一段と,いちだんと,한층,腕があがる。,한층 실력이 향상되다.,,一段と,N2
부사,adverb,一層,いっそう,"한층 더, 더욱, 한결",雨が一層激しくなった。,비가 더욱 거세졌다.,,一層,N2
부사,adverb,いったん,いったん,일단,いったんした約束は必ず守る。,일단 한 약속은 반드시 지킨다.,,いったん,N2
부사,adverb,いよいよ,いよいよ,드디어,いよいよ春になった。,드디어 봄이 되었다.,,いよいよ,N2
부사,adverb,言わば,いわば,"말하자면, 비유하건대",富士山は言わば日本のシンボルだ。,후지산은 말하자면 일본의 상징이다.,,言わば,N2
부사,adverb,いわゆる,いわゆる,"이른바, 흔히 말하는, 소위",彼女はいわゆる天才だ。,그녀는 소위 천재다.,,いわゆる,N2
부사,adverb,うかうか,うかうか,"부주의하게, 멍하게",もうすぐ受験だから、うかうかしていられない。,"이제 곧 수험이니까, 멍하니 있을 수는 없다.",,うかうか,N2
부사,adverb,うとうと,うとうと,꾸벅꾸벅,うとうとと居眠りをする。,꾸벅꾸벅 앉아서 졸다.,,うとうと,N2
부사,adverb,うんと,うんと,아주 몹시,前よりうんと体重が減った。,전보다 몹시 체중이 줄었다.,,うんと,N2
부사,adverb,遠慮なく,えんりょなく,"사양말고, 거리낌없이",遠慮なく意見を言う。,거리낌없이 의견을 말하다.,,遠慮なく,N2
부사,adverb,おおよそ,おおよそ,"대강, 대충",おおよそ見当がつく。,대강 짐작이 간다.,,おおよそ,N2
부사,adverb,おそらく,おそらく,"아마, 필시, 분명",午後にはおそらく晴れるだろう。,오후에는 아마 개일 것이다.,,おそらく,N2
기타,other,明くる,あくる,다음 (연체사),明くる4月5日に出発する。,다음 4월 5일에 출발한다.,,明くる あくる 次の,N2
기타,other,あらゆる,あらゆる,모든 (연체사),あらゆる機会を利用する。,모든 기회를 이용하다.,,あらゆる 2017 あらゆる すべての,N2
기타,other,ある,ある,어느 (연체사),それはある日のことだった。,그것은 어느 날의 일이었다.,,ある ある,N2
기타,other,単なる,たんなる,단순한 (연체사),単なるうわさにすぎない。,단순한 소문에 지나지 않는다.,,単なる たんなる,N2
기타,other,ちょっとした,ちょっとした,① 약간의 ② 상당한 (연체사),ちょっとしたお土産がある。 / ちょっとしたブームを呼ぶ。,자그마한 선물이 있다. / 상당한 붐을 일으키다.,,ちょっとした ちょっとした,N2
기타,other,ほんの,ほんの,"그저, 매우 적은 (연체사)",ほんの少ししかない。,아주 조금 밖에 없다.,,ほんの ほんの,N2
기타,other,我が,わが,우리~ (연체사),我が校が試合に勝った。,우리 학교가 시합에서 이겼다.,,我が わが,N2
기타,other,あるいは,あるいは,"혹은, 또는 (접속사)",塩あるいはしょうゆを入れてください。,소금 혹은 간장을 넣어 주세요.,,あるいは あるいは,N2
기타,other,さて,さて,"그런데, 그건 그렇고 (접속사)",さて発表に入りますが。,그건 그렇고 발표에 들어가겠습니다만.,,さて さて,N2
기타,other,しかも,しかも,"게다가, 더구나 (접속사)",この店は安くて、しかも味がよい。,"이 가게는 싸고, 게다가 맛이 좋다.",,しかも しかも,N2
기타,other,すなわち,すなわち,"즉, 곧, 다시 말하면 (접속사)",日本の首都すなわち東京,일본의 수도 즉 도쿄,,すなわち すなわち,N2
기타,other,従って,したがって,따라서 (접속사),雨が降っている。従って遠足は中止する。,비가 내리고 있다. 따라서 소풍은 중지한다.,,従って したがって,N2
기타,other,そこで,そこで,그래서 (접속사),疲れてきた。そこで少し休むことにした。,피곤해졌다. 그래서 잠시 쉬기로 했다.,,そこで そこで,N2
기타,other,その上,そのうえ,게다가 (접속사),風が強い。その上雨が降りだした。,바람이 강하다. 게다가 비가 내리기 시작했다.,,その上 そのうえ,N2
기타,other,そのため,そのため,그 때문에 (접속사),雪が降った。そのため、道が込んでいる。,"눈이 내렸다. 그 때문에, 길이 붐비고 있다.",,そのため そのため,N2
기타,other,それでも,それでも,그래도 (접속사),みんなに反対された。それでも私はやる。,모두가 반대했다. 그래도 나는 하겠다.,,それでも それでも,N2
기타,other,それどころか,それどころか,"오히려, 반대로 (접속사)",勉強しても成績が上がらない。それどころか下がっている。,공부해도 성적이 오르지 않는다. 오히려 떨어지고 있다.,,それどころか それどころか,N2
기타,other,それとも,それとも,그렇지 않으면 (접속사),明日にする、それとも明後日の方がいい?,"내일로 할래, 그렇지 않으면 모레가 좋아?",,それとも それとも,N2
기타,other,それなのに,それなのに,"그런데도, 그럼에도 (접속사)",彼は来ると約束した。それなのに来なかった。,그는 온다고 약속했다. 그런데도 오지 않았다.,,それなのに それなのに,N2
기타,other,それにしても,それにしても,"그렇다 치더라도, 그렇다고 해도 (접속사)",それにしても電話ぐらいはできるはずだ。,그렇다 치더라도 전화 정도는 할 수 있을 것이다.,,それにしても それにしても,N2
기타,other,ただし,ただし,다만 (접속사),明日運動会を行う。ただし雨の場合は中止する。,내일 운동회를 실시한다. 다만 비가 올 경우에는 중지한다.,,ただし ただし,N2
기타,other,ところが,ところが,그렇지만 (접속사),早めに家を出た。ところが道が込んで遅れてしまった。,일찌감치 집을 나섰다. 그렇지만 길이 막혀서 늦어 버렸다.,,ところが ところが,N2
기타,other,ところで,ところで,그런데 (접속사),ところでお仕事の方はどうですか。,그런데 하시는 일은 어떻습니까?,,ところで ところで,N2
기타,other,のみ,のみ,"뿐, 만 (조사)",後は結果を待つのみだ。,남은 것은 결과를 기다릴 뿐이다.,,のみ のみ,N2
가타카나,katakana,アクセント,あくせんと,"악센트, 어조",言葉のアクセントを調べる。,말의 악센트를 조사하다.,,アクセント あくせんと 言葉のアクセントを調べる。,N2
가타카나,katakana,インテリア,いんてりあ,인테리어,部屋のインテリアを変える。,방의 인테리어를 바꾸다.,,インテリア いんてりあ 部屋のインテリアを変える。,N2
가타카나,katakana,ウイスキー,ういすきー,위스키,水割りのウイスキーを飲む。,물을 넣어 묽게 한 위스키를 마시다.,,ウイスキー ういすきー 水割りのウイスキーを飲む。,N2
가타카나,katakana,ウール,うーる,"울, 모직",ウールコートを買う。,모직 코트를 사다.,,ウール うーる ウールコートを買う。,N2
가타카나,katakana,エチケット,えちけっと,에티켓,エチケットを守る。,에티켓을 지키다.,,エチケット えちけっと エチケットを守る。,N2
가타카나,katakana,オーケストラ,おーけすとら,오케스트라,オーケストラの演奏を聞く。,오케스트라의 연주를 듣다.,,オーケストラ おーけすとら オーケストラの演奏を聞く。,N2
가타카나,katakana,オートメーション,おーとめーしょん,"오토메이션, 자동화",工場のオートメーション化を進める。,공장의 자동화를 추진하다.,,オートメーション おーとめーしょん 工場のオートメーション化を進める。,N2
가타카나,katakana,オーバー,おーばー,"오버, 초과",制限時間をオーバーする。,제한 시간을 초과하다.,,オーバー おーばー 制限時間をオーバーする。,N2
가타카나,katakana,オリンピック,おりんぴっく,올림픽,オリンピックで金メダルをとる。,올림픽에서 금메달을 따다.,,オリンピック おりんぴっく オリンピックで金メダルをとる。,N2
가타카나,katakana,カー,かー,자동차,カーセンターで車を直してもらった。,카센터에서 차를 고쳤다.,,カー かー カーセンターで車を直してもらった。,N2
가타카나,katakana,キャプテン,きゃぷてん,"캡틴, 주장",チームのキャプテンになる。,팀의 캡틴(주장)이 되다.,,キャプテン きゃぷてん チームのキャプテンになる。,N2
가타카나,katakana,クラシック,くらしっく,"클래식, 고전",クラシック音楽を楽しむ。,클래식 음악을 즐기다.,,クラシック くらしっく クラシック音楽を楽しむ。,N2
가타카나,katakana,クラブ,くらぶ,클럽,テニスクラブに入る。,테니스 클럽에 들어가다.,,クラブ くらぶ テニスクラブに入る。,N2
가타카나,katakana,グランド,ぐらんど,"그랜드, 대규모의",グランドセールを行う。,대형 바겐세일을 실시하다.,,グランド ぐらんど グランドセールを行う。,N2
가타카나,katakana,クリーム,くりーむ,크림,生クリームのケーキを作る。,생크림 케이크를 만들다.,,クリーム くりーむ 生クリームのケーキを作る。,N2
가타카나,katakana,クリスマス,くりすます,크리스마스,今年もクリスマスがやって来た。,올해도 크리스마스가 찾아왔다.,,クリスマス くりすます 今年もクリスマスがやって来た。,N2
가타카나,katakana,コース,こーす,코스,登山コースから外れる。,등산 코스에서 벗어나다.,,コース こーす 登山コースから外れる。,N2
가타카나,katakana,コーチ,こーち,"코치, 지도",野球をコーチする。,야구를 코치(지도)하다.,,コーチ こーち 野球をコーチする。,N2
가타카나,katakana,コール,こーる,"콜, 호출",何度コールしても応答がない。,몇번을 호출해도 응답이 없다.,,コール こーる 何度コールしても応答がない。,N2
가타카나,katakana,コック,こっく,요리사,彼はホテルでコックをしている。,그는 호텔에서 요리사를 하고 있다.,,コック こっく 彼はホテルでコックをしている。,N2
가타카나,katakana,コミュニケーション,こみゅにけーしょん,"커뮤니케이션, 의사소통",コミュニケーションが足りない。,커뮤니케이션이 부족하다.,,コミュニケーション こみゅにけーしょん コミュニケーションが足りない。,N2
가타카나,katakana,コレクション,これくしょん,"컬렉션, 수집",時計のコレクションを始める。,시계 수집을 시작하다.,,コレクション これくしょん 時計のコレクションを始める。,N2
가타카나,katakana,コンクール,こんくーる,"콩쿠르, 경연대회",コンクールに参加する。,콩쿠르에 참가하다.,,コンクール こんくーる コンクールに参加する。,N2
가타카나,katakana,コンクリート,こんくりーと,콘크리트,コンクリートで固める。,콘크리트로 굳히다.,,コンクリート こんくりーと コンクリートで固める。,N2
가타카나,katakana,サークル,さーくる,"써클, 동호회",サークルに入る。,써클에 들어가다.,,サークル さーくる サークルに入る。,N2
가타카나,katakana,サイレン,さいれん,사이렌,救急車がサイレンを鳴らす。,구급차가 사이렌을 울리다.,,サイレン さいれん 救急車がサイレンを鳴らす。,N2
가타카나,katakana,シーズン,しーずん,"시즌, 계절",海水浴のシーズンが近づいてきた。,해수욕 시즌이 다가왔다.,,シーズン しーずん 海水浴のシーズンが近づいてきた。,N2
가타카나,katakana,ジーンズ,じーんず,청바지,ジーンズをはく。,청바지를 입다.,,ジーンズ じーんず ジーンズをはく。,N2
가타카나,katakana,ジャーナリスト,じゃーなりすと,"저널리스트, 언론인",将来はジャーナリストになりたい。,장래는 저널리스트가 되고 싶다.,,ジャーナリスト じゃーなりすと 将来はジャーナリストになりたい。,N2
가타카나,katakana,シャッター,しゃったー,셔터,店のシャッターを降ろす。,가게의 셔터를 내리다.,,シャッター しゃったー 店のシャッターを降ろす。,N2
가타카나,katakana,ジョギング,じょぎんぐ,조깅,毎朝ジョギングをする。,매일 아침 조깅을 한다.,,ジョギング じょぎんぐ 毎朝ジョギングをする。,N2
가타카나,katakana,シリーズ,しりーず,시리즈,好きな作家のシリーズの本を買う。,좋아하는 작가의 시리즈 책을 사다.,,シリーズ しりーず 好きな作家のシリーズの本を買う。,N2
가타카나,katakana,スープ,すーぷ,수프,スープを飲む。,수프를 먹다.,,スープ すーぷ スープを飲む。,N2
가타카나,katakana,スキー,すきー,스키,冬はスキーによく行く。,겨울에는 스키 타러 자주 간다.,,スキー すきー 冬はスキーによく行く。,N2
가타카나,katakana,スタート,すたーと,"스타트, 시작",午前10時にスタートする。,오전 10시에 시작하다.,,スタート すたーと 午前10時にスタートする。,N2
가타카나,katakana,ステージ,すてーじ,"스테이지, 무대",ステージに立つ。,무대에 서다.,,ステージ すてーじ ステージに立つ。,N2
가타카나,katakana,スペース,すぺーす,"스페이스, 공간",テーブルを置くスペースがない。,테이블을 놓을 공간이 없다.,,スペース すぺーす テーブルを置くスペースがない。,N2
가타카나,katakana,スポンサー,すぽんさー,"스폰서, 광고주",広告のスポンサーになる。,광고의 스폰서가 되다.,,スポンサー すぽんさー 広告のスポンサーになる。,N2
가타카나,katakana,スムーズ,すむーず,"원활함, 순조로움",交渉がスムーズに進む。,협상이 원활하게 진행되다.,,スムーズ すむーず 交渉がスムーズに進む。,N2
가타카나,katakana,ゼミ,ぜみ,세미나,ゼミで発表する。,세미나에서 발표하다.,,ゼミ ぜみ ゼミで発表する。,N2
가타카나,katakana,セメント,せめんと,시멘트,セメントで家を建てる。,시멘트로 집을 짓다.,,セメント せめんと セメントで家を建てる。,N2
가타카나,katakana,タイヤ,たいや,타이어,タイヤに空気を入れる。,타이어에 공기를 넣다.,,タイヤ たいや タイヤに空気を入れる。,N2
가타카나,katakana,ダイヤ,だいや,"다이아몬드, 다이어그램",ダイヤの指輪。,다이아몬드 반지.,,ダイヤ だいや ダイヤの指輪。,N2
가타카나,katakana,チーズ,ちーず,치즈,牛乳からチーズを作る。,우유로 치즈를 만들다.,,チーズ ちーず 牛乳からチーズを作る。,N2
가타카나,katakana,チーム,ちーむ,팀,チームのためにがんばる。,팀을 위해 노력하다.,,チーム ちーむ チームのためにがんばる。,N2
가타카나,katakana,チェンジ,ちぇんじ,"체인지, 교체",部品をチェンジする。,부품을 교체하다.,,チェンジ ちぇんじ 部品をチェンジする。,N2
가타카나,katakana,デザイン,でざいん,디자인,既製服のデザインをしている。,기성복의 디자인을 하고 있다.,,デザイン でざいん 既製服のデザインをしている。,N2
가타카나,katakana,テント,てんと,텐트,テントを張る。,텐트를 치다.,,テント てんと テントを張る。,N2
가타카나,katakana,テンポ,てんぽ,템포,速いテンポで歩く。,빠른 템포로 걷다.,,テンポ てんぽ 速いテンポで歩く。,N2
가타카나,katakana,トランプ,とらんぷ,트럼프(카드),トランプで占う。,트럼프로 점을 치다.,,トランプ とらんぷ トランプで占う。,N2
가타카나,katakana,ナイロン,ないろん,나일론,ナイロンは火に弱い。,나일론은 불에 약하다.,,ナイロン ないろん ナイロンは火に弱い。,N2
가타카나,katakana,ナンバー,なんばー,"넘버, 숫자",ナンバーをつける。,숫자를 붙이다.,,ナンバー なんばー ナンバーをつける。,N2
가타카나,katakana,バイオリン,ばいおりん,바이올린,バイオリンを弾く。,바이올린을 연주하다.,,バイオリン ばいおりん バイオリンを弾く。,N2
가타카나,katakana,パイプ,ぱいぷ,파이프,寒さで水道のパイプが凍ってしまう。,추위로 수도 파이프가 얼어 버리다.,,パイプ ぱいぷ 寒さで水道のパイプが凍ってしまう。,N2
가타카나,katakana,パイロット,ぱいろっと,"파일럿, 조종사",飛行機のパイロットになる。,비행기의 조종사가 되다.,,パイロット ぱいろっと 飛行機のパイロットになる。,N2
가타카나,katakana,パターン,ぱたーん,"패턴, 유형",問題のパターンを分析する。,문제의 패턴을 분석하다.,,パターン ぱたーん 問題のパターンを分析する。,N2
가타카나,katakana,バッグ,ばっぐ,"백, 가방",手にバッグを提げる。,손에 가방을 들다.,,バッグ ばっぐ 手にバッグを提げる。,N2
가타카나,katakana,バランス,ばらんす,"밸런스, 균형",栄養のバランスをとる。,영양의 균형을 잡다.,,バランス ばらんす 栄養のバランスをとる。,N2
가타카나,katakana,パンク,ぱんく,펑크,タイヤがパンクする。,타이어가 파열되다.,,パンク ぱんく タイヤがパンクする。,N2
가타카나,katakana,パンツ,ぱんつ,"팬츠, 바지",ショートパンツをはく。,쇼트 팬츠를 입다.,,パンツ ぱんつ ショートパンツをはく。,N2
가타카나,katakana,ハンドル,はんどる,핸들,ハンドルを右に切る。,핸들을 오른쪽으로 꺾다.,,ハンドル はんどる ハンドルを右に切る。,N2
